index,dateCrawled,name,seller,offerType,price,abtest,vehicleType,yearOfRegistration,gearbox,powerPS,model,kilometer,monthOfRegistration,fuelType,brand,notRepairedDamage,dateCreated,nrOfPictures,postalCode,lastSeen
33712,2016-03-11 18:57:34,Audi_A4_1.9_TDI,privat,Angebot,4700,test,limousine,2004,automatik,131,a4,150000,2,diesel,audi,nein,2016-03-11 00:00:00,0,78224,2016-04-05 21:17:42
232152,2016-04-01 09:50:57,Audi_A6___2_7_Multitronic___Kombi,privat,Angebot,8500,test,kombi,2008,automatik,179,a6,150000,1,diesel,audi,,2016-04-01 00:00:00,0,28217,2016-04-07 06:46:16
23414,2016-03-20 18:37:17,Audi_TT_Roadster_1.8_TFSI,privat,Angebot,16980,test,cabrio,2009,manuell,160,tt,90000,2,benzin,audi,nein,2016-03-20 00:00:00,0,47608,2016-04-07 01:45:02
227488,2016-03-16 14:59:06,Renault_Megane_TÜV_10/16,privat,Angebot,599,test,limousine,1999,,95,megane,150000,11,benzin,renault,nein,2016-03-16 00:00:00,0,6712,2016-04-06 16:44:57
176623,2016-03-21 09:51:58,Volvo_V40_Kombi,privat,Angebot,1300,control,kombi,2000,manuell,116,v40,150000,1,benzin,volvo,ja,2016-03-21 00:00:00,0,49456,2016-03-25 05:45:45
6330,2016-03-22 12:25:25,Mazda_MX_5_NB_miracle_TÜV_08_/_2017,privat,Angebot,2500,control,cabrio,2000,manuell,110,mx_reihe,150000,6,,mazda,,2016-03-22 00:00:00,0,56470,2016-04-06 22:45:06
251354,2016-03-29 07:56:07,VW_POLO_Automatik,privat,Angebot,4990,test,,2016,automatik,75,polo,100000,5,,volkswagen,,2016-03-29 00:00:00,0,10969,2016-04-05 16:46:57
92751,2016-03-29 13:56:52,Mercedes_Benz_E_220_T_CDI_Automatik_Avantgarde_DPF,privat,Angebot,5500,control,kombi,2004,automatik,150,e_klasse,150000,10,diesel,mercedes_benz,nein,2016-03-29 00:00:00,0,41472,2016-04-02 01:16:32
106445,2016-03-10 20:56:13,Audi_A3_1.8_TFSI_S_Line_ausen_+Innen,privat,Angebot,11990,test,limousine,2009,manuell,160,a3,90000,1,benzin,audi,nein,2016-03-10 00:00:00,0,66773,2016-04-04 17:45:08
82788,2016-03-12 12:46:02,Opel_Vectra_3.0_V6_CDTI_Caravan_Cosmo,privat,Angebot,1500,test,kombi,2004,automatik,177,vectra,150000,2,diesel,opel,nein,2016-03-12 00:00:00,0,13505,2016-03-13 04:15:32
341295,2016-03-28 23:48:15,Audi_A5_2.7_TDI_Sportback_DPF_multitronic_Xenon_MMI,privat,Angebot,18900,test,coupe,2010,automatik,190,a5,150000,2,diesel,audi,nein,2016-03-28 00:00:00,0,22559,2016-04-07 09:45:20
265347,2016-03-06 09:25:24,Dacia_Sandero_1.6_MPI_LPG_85_Stepway_II,privat,Angebot,6200,test,kleinwagen,2012,manuell,84,sandero,60000,10,lpg,dacia,nein,2016-03-06 00:00:00,0,56589,2016-03-12 14:47:12
295109,2016-03-31 09:52:53,Fiat_Seicento_TÜV_bis_02/18,privat,Angebot,950,control,,2018,manuell,50,seicento,125000,4,benzin,fiat,nein,2016-03-31 00:00:00,0,58452,2016-04-04 02:44:28
317342,2016-03-28 07:37:01,Mazda_CX_5_2.2_AWD_Aut._Sports_Line_AHK__NAVI__Schiebedach__XENON,privat,Angebot,28800,test,,2014,automatik,175,cx_reihe,30000,0,diesel,mazda,,2016-03-28 00:00:00,0,65835,2016-04-06 04:46:09
24383,2016-03-29 10:55:51,Renault_Grand_Espace_3.0_dCi___Voll___7_Sitze___Leder,privat,Angebot,3350,control,bus,2003,automatik,177,andere,150000,1,diesel,renault,nein,2016-03-29 00:00:00,0,95444,2016-03-31 03:45:23
155210,2016-03-10 08:37:03,Peugeot_5008_HDI_FAP_110,privat,Angebot,5990,test,bus,2010,manuell,109,5_reihe,150000,4,diesel,peugeot,nein,2016-03-10 00:00:00,0,52070,2016-04-06 11:17:25
326093,2016-03-09 17:46:13,Mercedes_Benz_C_220_TÜV_fast_NEU_12/17,privat,Angebot,1300,test,limousine,1995,automatik,150,c_klasse,150000,3,benzin,mercedes_benz,nein,2016-03-09 00:00:00,0,92421,2016-03-12 17:46:52
185073,2016-04-05 02:58:05,Bmw_320i_original_140000km_zum_TAUSCH,privat,Angebot,0,test,limousine,1999,manuell,150,3er,150000,1,benzin,bmw,nein,2016-04-05 00:00:00,0,85375,2016-04-07 11:16:58
113942,2016-03-10 20:25:23,Mercedes_Benz_A_170_CDI_L_Elegance_Grune_Plakette,privat,Angebot,2500,control,limousine,2001,manuell,95,a_klasse,125000,11,diesel,mercedes_benz,nein,2016-03-10 00:00:00,0,60431,2016-03-15 21:46:24
235301,2016-03-08 18:36:19,Seat_Alufelgen,privat,Angebot,60,test,,2000,,0,cordoba,5000,0,,seat,,2016-03-08 00:00:00,0,58769,2016-04-07 10:46:43
101665,2016-03-28 17:57:11,Mercedez_benz_w211,privat,Angebot,3600,test,limousine,2002,manuell,170,,150000,7,benzin,mercedes_benz,nein,2016-03-28 00:00:00,0,49088,2016-03-28 18:40:53
267668,2016-04-03 20:58:28,BMW_318_Ci,privat,Angebot,3800,test,coupe,2002,manuell,143,3er,150000,1,benzin,bmw,nein,2016-04-03 00:00:00,0,92224,2016-04-05 21:47:35
227952,2016-03-23 00:57:09,BMW_M550_XDrive,privat,Angebot,38950,test,kombi,2012,automatik,381,5er,150000,11,diesel,bmw,,2016-03-23 00:00:00,0,40597,2016-03-26 00:15:45
127843,2016-03-20 16:36:17,Peugeot_807_HDi_130_Platinum,privat,Angebot,2999,test,bus,2002,manuell,128,andere,150000,12,diesel,peugeot,nein,2016-03-20 00:00:00,0,33649,2016-04-06 23:46:46
124651,2016-03-26 13:54:26,Volkswagen_Golf_Variant_1.6_Trendline,privat,Angebot,1980,control,kombi,1996,manuell,101,golf,70000,5,benzin,volkswagen,nein,2016-03-26 00:00:00,0,27412,2016-03-29 16:16:44
252136,2016-03-13 12:46:41,BMW_520i_touring__Klimaautomatik__Alu__TÜV/AU_neu,privat,Angebot,3000,test,kombi,2000,manuell,170,5er,150000,10,benzin,bmw,nein,2016-03-13 00:00:00,0,34474,2016-03-17 13:16:03
233054,2016-03-30 10:48:00,Chevrolet_Alero_3.4_V6,privat,Angebot,1549,test,limousine,1999,automatik,177,andere,150000,10,benzin,chevrolet,nein,2016-03-30 00:00:00,0,91244,2016-04-07 01:17:59
241055,2016-03-08 19:59:05,Peugeot_206_/_Bastler,privat,Angebot,700,test,limousine,2006,,75,,150000,2,,peugeot,ja,2016-03-08 00:00:00,0,66780,2016-04-05 15:47:42
98243,2016-03-16 12:38:19,VW_Polo_6N2_1.4MPI_60PS_Scheckeft_TÜV_Klima_8Fach_5Tuerer_Top,privat,Angebot,1890,test,limousine,2001,manuell,60,polo,150000,11,benzin,volkswagen,,2016-03-16 00:00:00,0,58762,2016-03-25 08:17:58
139291,2016-03-31 20:43:23,VW_Polo_zu_verkaufen,privat,Angebot,2800,test,kleinwagen,2006,manuell,55,polo,150000,0,benzin,volkswagen,nein,2016-03-31 00:00:00,0,88690,2016-04-06 15:16:06
36658,2016-03-13 14:46:26,Mercedes_Benz_E_230,privat,Angebot,1000,test,limousine,1997,automatik,150,e_klasse,150000,1,benzin,mercedes_benz,nein,2016-03-13 00:00:00,0,74321,2016-04-04 14:46:55
301909,2016-03-26 11:37:42,BMW_320d_DPF_Aut._Edition_Lifestyle_Keyless_Go,privat,Angebot,15000,control,limousine,2011,automatik,184,3er,125000,7,diesel,bmw,nein,2016-03-26 00:00:00,0,41539,2016-03-31 05:45:43
320302,2016-03-09 18:38:18,Volkswagen_GTI,privat,Angebot,8499,test,limousine,2007,,0,golf,150000,5,,volkswagen,ja,2016-03-09 00:00:00,0,39539,2016-03-26 03:18:02
311190,2016-03-30 17:46:23,Ford_Mondeo_Tunier,privat,Angebot,790,control,kombi,1998,manuell,115,mondeo,150000,11,,ford,,2016-03-30 00:00:00,0,31737,2016-04-07 08:44:44
347568,2016-03-25 21:54:25,Ford_Focus_Turnier_1.6_TDCi_DPF,privat,Angebot,6300,test,kombi,2010,manuell,109,focus,90000,12,diesel,ford,nein,2016-03-25 00:00:00,0,49811,2016-04-07 07:44:37
179404,2016-03-19 15:56:27,Corsa_B_silber,privat,Angebot,0,control,limousine,1994,,33,,150000,0,benzin,opel,ja,2016-03-19 00:00:00,0,16321,2016-04-07 00:46:44
138961,2016-03-21 16:42:35,Daihatsu_Cuore_BJ2003,privat,Angebot,800,control,kleinwagen,2003,manuell,60,cuore,50000,4,benzin,daihatsu,,2016-03-21 00:00:00,0,45663,2016-03-21 16:42:35
59920,2016-03-31 20:56:35,Volkswagen_Tiguan_2.0_TDI_DPF_4Motion_DSG_Trend_&_Fun,privat,Angebot,17499,test,suv,2010,automatik,140,tiguan,70000,7,diesel,volkswagen,nein,2016-03-31 00:00:00,0,81677,2016-04-06 16:45:38
360606,2016-03-06 08:37:12,VW_Passat_Variant_2.0_Tuev_neu,privat,Angebot,4950,test,kombi,2002,manuell,131,passat,125000,8,,volkswagen,nein,2016-03-06 00:00:00,0,39122,2016-03-14 18:20:04
68179,2016-03-21 17:46:19,E220_Bastlerfahrzeug_/_Export_Kombi_Avantgarde,privat,Angebot,1250,control,kombi,2002,manuell,0,e_klasse,150000,9,diesel,mercedes_benz,,2016-03-21 00:00:00,0,22850,2016-03-24 06:47:01
130634,2016-03-27 19:46:46,BMW_520_d_Efficent_Dynamics_Automatik,privat,Angebot,31000,control,limousine,2014,automatik,184,5er,40000,3,diesel,bmw,nein,2016-03-27 00:00:00,0,48529,2016-04-05 17:45:34
294396,2016-04-04 21:42:36,Smart_smart_fortwo_BRABUS_optik__softouch,privat,Angebot,4900,test,kleinwagen,2008,automatik,71,fortwo,80000,4,benzin,smart,nein,2016-04-04 00:00:00,0,13156,2016-04-07 00:15:44
280491,2016-03-26 22:52:37,OPEL_ASTRA_J_Sports_Tourer_1.7_CDTI,privat,Angebot,5999,test,kombi,2011,manuell,125,astra,150000,8,diesel,opel,nein,2016-03-26 00:00:00,0,78052,2016-04-06 23:16:25
350037,2016-03-30 14:06:55,BMW_523i,privat,Angebot,3000,test,limousine,1997,manuell,170,5er,150000,1,benzin,bmw,nein,2016-03-30 00:00:00,0,55127,2016-03-30 18:28:56
121881,2016-04-03 06:03:49,Audi_A4_Avant_2.7_TDI_DPF_multitronic,privat,Angebot,8000,control,kombi,2006,automatik,179,a4,150000,10,diesel,audi,nein,2016-04-03 00:00:00,0,82515,2016-04-07 10:16:42
131675,2016-03-20 02:02:30,Opel_corsa_b_5_tuer,privat,Angebot,950,test,kleinwagen,1996,manuell,60,corsa,150000,3,benzin,opel,nein,2016-03-20 00:00:00,0,45897,2016-03-26 16:18:10
64654,2016-04-03 21:42:45,Golf4_tdi........,privat,Angebot,4000,test,limousine,2001,manuell,116,golf,150000,11,diesel,volkswagen,,2016-04-03 00:00:00,0,52499,2016-04-03 21:42:45
114531,2016-03-28 14:47:52,Skoda_Roomster,privat,Angebot,10950,test,,2016,manuell,86,roomster,40000,5,,skoda,,2016-03-28 00:00:00,0,31177,2016-04-06 19:15:54
277010,2016-03-22 20:53:14,Volkswagen_Eos_2.0_TDI_DPF_Exclusive_Alcantara_Panorama,privat,Angebot,18900,control,cabrio,2012,manuell,140,eos,40000,4,diesel,volkswagen,nein,2016-03-22 00:00:00,0,52349,2016-03-24 05:47:32
15482,2016-03-11 18:58:47,Ford_Focus_Turnier_1.6_16V_Ghia,privat,Angebot,8500,test,kombi,2010,manuell,101,focus,40000,6,benzin,ford,nein,2016-03-11 00:00:00,0,86343,2016-04-06 00:16:43
15827,2016-03-22 16:59:00,Peugeot_206_SW_HDi_110,privat,Angebot,2990,test,kombi,2005,manuell,109,2_reihe,150000,2,diesel,peugeot,nein,2016-03-22 00:00:00,0,91452,2016-03-28 07:47:28
76741,2016-04-03 22:47:44,Audi_A4_B5_unfallfrei__TÜV_bis_2018!,privat,Angebot,1150,control,limousine,1997,manuell,125,a4,150000,10,benzin,audi,,2016-04-03 00:00:00,0,1277,2016-04-03 22:47:44
266115,2016-03-15 13:59:39,Mercedes_Sprinter_208,privat,Angebot,2500,control,,2016,,0,sprinter,150000,0,diesel,mercedes_benz,,2016-03-15 00:00:00,0,90441,2016-03-17 08:16:35
122878,2016-03-30 08:52:57,E39_528i_an_Bastler,privat,Angebot,0,control,,2017,manuell,193,5er,150000,4,,bmw,ja,2016-03-30 00:00:00,0,65468,2016-04-07 01:15:27
142206,2016-03-26 12:46:07,Skoda_Fabia_1.4_16V_Style_Edition,privat,Angebot,3500,control,kleinwagen,2007,manuell,75,fabia,150000,2,benzin,skoda,nein,2016-03-26 00:00:00,0,8527,2016-04-06 00:16:53
57088,2016-03-27 17:51:09,Schoener__sehr_zuverlaessiger_Ford_Mondeo_MK3_Kombi,privat,Angebot,1750,test,kombi,2002,manuell,110,mondeo,150000,6,benzin,ford,nein,2016-03-27 00:00:00,0,80803,2016-04-05 14:16:06
211406,2016-03-24 16:51:58,Volkswagen_Golf_1.4_FSI_Trendline,privat,Angebot,4500,control,limousine,2004,manuell,90,golf,125000,7,benzin,volkswagen,nein,2016-03-24 00:00:00,0,47475,2016-04-07 09:17:27
113374,2016-03-08 14:51:05,Renault_Megane_1.6_RN_120000Tkm_Tuev&Au_NEU_Gepflegt!,privat,Angebot,899,test,limousine,1996,manuell,75,megane,125000,4,benzin,renault,nein,2016-03-08 00:00:00,0,12353,2016-03-13 02:16:40
284230,2016-03-27 20:37:36,Jaguar_E_Type_Roadster_S_II__Linkslenker__Orig.zustand,privat,Angebot,76000,control,cabrio,1970,manuell,171,andere,90000,6,benzin,jaguar,nein,2016-03-27 00:00:00,0,89420,2016-04-05 18:45:46
137107,2016-03-15 20:37:28,BMW_520DA_exklusive_sehr_gepflegt_top_Ausstattung,privat,Angebot,13750,test,kombi,2009,automatik,177,,150000,9,diesel,bmw,nein,2016-03-15 00:00:00,0,27576,2016-03-27 07:44:28
154214,2016-03-24 22:53:53,Ford_ka_bj_2004_Tuev_bis_11.17,privat,Angebot,899,control,kleinwagen,2004,manuell,60,ka,150000,6,benzin,ford,nein,2016-03-24 00:00:00,0,58453,2016-03-26 16:44:58
368147,2016-03-31 19:55:54,Audi_A4_B5_avant_an_Bastler!Voll_Fahrbereit!!,privat,Angebot,0,control,kombi,1996,manuell,150,,150000,0,,audi,,2016-03-31 00:00:00,0,26723,2016-03-31 19:55:54
150321,2016-04-03 13:42:23,NSU_NSU_Prinz_4_Typ_47_4/67_30_PS,privat,Angebot,12900,control,limousine,1967,manuell,30,,60000,4,benzin,sonstige_autos,nein,2016-04-03 00:00:00,0,79780,2016-04-05 12:19:00
831,2016-03-25 19:47:02,Mercedes_Benz_C_160_Kompressor_Sportcoupe__8_fach_Alubereift_,privat,Angebot,7600,test,coupe,2006,manuell,122,c_klasse,125000,6,benzin,mercedes_benz,nein,2016-03-25 00:00:00,0,34454,2016-04-07 02:15:25
107366,2016-04-02 14:50:21,Fiat_Brava_1_6,privat,Angebot,150,test,limousine,2000,manuell,0,andere,150000,3,benzin,fiat,ja,2016-04-02 00:00:00,0,59590,2016-04-06 13:17:40
225559,2016-03-12 20:57:29,Subaru_Justy_1.3_4WD_GX,privat,Angebot,500,test,kleinwagen,2001,manuell,86,justy,150000,4,benzin,subaru,,2016-03-12 00:00:00,0,97645,2016-04-05 16:45:08
316106,2016-04-02 19:38:44,Fiat_an_Bastler_zu_verkaufen,privat,Angebot,360,control,kleinwagen,2000,manuell,0,seicento,150000,6,benzin,fiat,,2016-04-02 00:00:00,0,25421,2016-04-04 17:45:22
310123,2016-03-26 13:48:41,gebrauchter_Nissan,privat,Angebot,2350,control,limousine,2004,manuell,115,primera,150000,8,benzin,nissan,nein,2016-03-26 00:00:00,0,9648,2016-04-06 01:46:56
237459,2016-03-16 21:48:34,Saab_9_3_1.8_t_Cabrio_Linear,privat,Angebot,7800,control,cabrio,2005,manuell,150,andere,150000,6,benzin,saab,nein,2016-03-16 00:00:00,0,64823,2016-04-07 09:46:13
23910,2016-03-20 20:58:24,Audi_A6_4B,privat,Angebot,5000,test,,2007,,0,a6,5000,7,,audi,,2016-03-20 00:00:00,0,6749,2016-04-07 06:44:17
348638,2016-04-04 03:03:18,Opel_Zafira_1.6_Leder_tempomat_TÜV_bis_11/17,privat,Angebot,4800,control,bus,2005,manuell,143,zafira,150000,10,benzin,opel,nein,2016-04-04 00:00:00,0,64319,2016-04-06 08:45:25
82421,2016-03-19 15:49:05,Volkswagen_Scirocco_1.4_TSI_DSG,privat,Angebot,10650,control,coupe,2009,automatik,160,scirocco,100000,10,benzin,volkswagen,nein,2016-03-19 00:00:00,0,85049,2016-04-07 00:44:27
195852,2016-03-30 11:45:04,Ford_Focus_1.8_TDci,privat,Angebot,5350,test,limousine,2008,manuell,116,focus,125000,5,diesel,ford,nein,2016-03-30 00:00:00,0,52477,2016-04-04 23:18:00
263822,2016-03-23 14:37:56,Saab_9_3_2.0i,privat,Angebot,999,test,limousine,1998,manuell,131,andere,150000,12,benzin,saab,nein,2016-03-23 00:00:00,0,53332,2016-04-05 15:18:27
295835,2016-04-01 07:55:31,Ford_Fusion,privat,Angebot,950,test,limousine,2013,manuell,59,fusion,150000,0,,ford,nein,2016-04-01 00:00:00,0,73277,2016-04-01 09:43:28
234332,2016-04-03 00:51:02,Volkswagen_Passat_1.9_TDI_Comfortline,privat,Angebot,6400,control,limousine,2005,manuell,105,passat,150000,4,diesel,volkswagen,nein,2016-04-02 00:00:00,0,41747,2016-04-07 08:16:01
92913,2016-03-09 18:43:45,Ford_Galaxy_TDI_Trend,privat,Angebot,1700,test,bus,2001,manuell,116,galaxy,150000,9,diesel,ford,nein,2016-03-09 00:00:00,0,53773,2016-03-09 18:43:45
23225,2016-03-16 17:52:39,Renault_Clio_RN,privat,Angebot,650,control,kleinwagen,1999,manuell,58,clio,150000,9,benzin,renault,nein,2016-03-16 00:00:00,0,39104,2016-03-16 17:52:39
86578,2016-03-26 18:57:13,Land_Rover_Discovery_Td5_Classic,privat,Angebot,11900,test,suv,2004,manuell,139,discovery,90000,5,diesel,land_rover,nein,2016-03-26 00:00:00,0,56470,2016-04-06 20:15:30
247490,2016-03-21 06:57:12,Bastlerfahrzeug,privat,Angebot,5500,control,coupe,1994,automatik,176,andere,5000,6,,porsche,ja,2016-03-21 00:00:00,0,26125,2016-03-21 06:57:12
295925,2016-03-07 13:53:41,Golf_4_*2_Liter_*8_fach_bereift,privat,Angebot,0,control,,2017,manuell,115,,150000,10,benzin,volkswagen,,2016-03-07 00:00:00,0,53604,2016-03-12 13:17:51
28101,2016-03-15 17:46:26,Peugeot_206,privat,Angebot,3200,control,kleinwagen,2003,manuell,75,2_reihe,125000,9,benzin,peugeot,,2016-03-15 00:00:00,0,42109,2016-03-24 05:46:15
276878,2016-03-18 16:43:29,BMW_123d_Coupe_M_Paket,privat,Angebot,12900,test,coupe,2010,manuell,204,1er,100000,1,diesel,bmw,nein,2016-03-18 00:00:00,0,46499,2016-03-23 18:16:03
339768,2016-03-15 09:48:52,Volvo_S_80_wenig_km,privat,Angebot,2499,control,limousine,1999,automatik,140,andere,90000,11,benzin,volvo,nein,2016-03-15 00:00:00,0,25746,2016-03-18 02:17:04
280270,2016-03-28 20:53:10,Ford_KA_mit_2_Jahren_TÜV,privat,Angebot,1400,control,kleinwagen,2000,manuell,50,ka,60000,6,benzin,ford,,2016-03-28 00:00:00,0,49549,2016-04-07 04:15:57
21031,2016-03-25 16:50:31,Volkswagen_GOLF_Plus_FACELIFT_2_0_Diesel_Super_Zustand_!!!,privat,Angebot,8590,control,limousine,2009,manuell,110,golf,150000,6,diesel,volkswagen,nein,2016-03-25 00:00:00,0,67227,2016-04-06 21:18:03
294616,2016-03-29 20:37:35,Lupo_65000_km!_Scheckheft!,privat,Angebot,3000,test,,2017,manuell,50,,70000,0,benzin,volkswagen,,2016-03-29 00:00:00,0,73730,2016-04-06 06:45:24
271000,2016-03-25 16:52:15,BMW_520d_Touring_AHK_NAVi_Panorama_Komforttelefonie,privat,Angebot,31500,control,kombi,2014,automatik,184,5er,30000,4,diesel,bmw,nein,2016-03-25 00:00:00,0,64395,2016-04-01 01:16:10
153271,2016-03-13 23:43:00,Ford_Transit_300_L_TDCi_Lkw,privat,Angebot,1750,test,bus,2003,manuell,125,transit,150000,10,diesel,ford,ja,2016-03-13 00:00:00,0,38304,2016-04-06 19:17:56
360058,2016-03-20 11:39:53,Audi_A3_2.0_TDI_DPF_S_Line_Sportpaket_plus,privat,Angebot,10700,test,limousine,2007,manuell,170,a3,150000,4,diesel,audi,nein,2016-03-20 00:00:00,0,94060,2016-04-06 08:46:40
218777,2016-03-30 17:25:17,Mercedes_Benz__A_140_classic,privat,Angebot,799,control,kleinwagen,1999,manuell,0,a_klasse,125000,1,benzin,mercedes_benz,ja,2016-03-30 00:00:00,0,61169,2016-03-31 18:27:51
252427,2016-03-12 14:39:00,Skoda_Superb_2.5_*Defekt*,privat,Angebot,1800,test,limousine,2002,manuell,155,superb,150000,8,diesel,skoda,ja,2016-03-12 00:00:00,0,55481,2016-03-30 09:15:43
122968,2016-03-10 10:48:00,Cross_Polo_1.2L_1.Hand__Unfallfrei__Tempomat__Sitzheizung,privat,Angebot,9150,test,kleinwagen,2012,manuell,70,polo,100000,1,benzin,volkswagen,nein,2016-03-10 00:00:00,0,21755,2016-03-21 19:17:00
266928,2016-03-06 20:47:54,Mazda_2_1.4_Benzin._Klima_Tuev_bis_11/16,privat,Angebot,1600,control,limousine,2003,manuell,80,andere,125000,11,benzin,mazda,nein,2016-03-06 00:00:00,0,25451,2016-03-19 15:50:56
2424,2016-03-05 14:41:53,Mazda_626_2.0i_GLE,privat,Angebot,500,control,limousine,1992,manuell,116,6_reihe,150000,4,benzin,mazda,nein,2016-03-05 00:00:00,0,86459,2016-04-07 09:45:15
65061,2016-03-27 16:25:38,BMW_318d_DPF_Touring_NAVI_Alufelgen_18_Zoll,privat,Angebot,9500,test,kombi,2010,manuell,143,3er,150000,1,diesel,bmw,nein,2016-03-27 00:00:00,0,56170,2016-03-29 13:29:17
68528,2016-03-11 17:42:25,Seat_Ibiza_1_4i.Tuev___neu__Klima_Euro_3_Kat__gruene_Plakette__Airb,privat,Angebot,1395,control,limousine,1999,manuell,59,ibiza,150000,9,benzin,seat,nein,2016-03-11 00:00:00,0,4654,2016-04-05 17:21:47
146286,2016-03-10 15:49:20,Smart_ForTwo_Cabrio,privat,Angebot,2600,test,cabrio,2001,automatik,54,fortwo,125000,0,benzin,smart,nein,2016-03-10 00:00:00,0,45525,2016-03-17 23:46:22
101430,2016-04-01 15:53:32,Ford_Ka_1.2_Start_Stopp_System_Trend,privat,Angebot,6000,test,kleinwagen,2011,manuell,69,ka,20000,1,benzin,ford,ja,2016-04-01 00:00:00,0,46284,2016-04-07 13:50:21
315859,2016-03-17 07:54:15,Volkswagen_Polo_1.4L_TÜV_NEU.ABS_.SERVO.,privat,Angebot,850,control,kleinwagen,1995,,0,polo,150000,1,benzin,volkswagen,nein,2016-03-17 00:00:00,0,24768,2016-03-29 17:16:05
219761,2016-03-27 18:53:04,BMW_330d_Coupe,privat,Angebot,18700,control,coupe,2011,manuell,245,3er,150000,11,diesel,bmw,ja,2016-03-27 00:00:00,0,77871,2016-04-05 17:21:04
222106,2016-03-22 14:50:57,Mercedes_Benz_SLK_200__BlueEFFICIENCY__7G_TRONIC,privat,Angebot,29550,control,cabrio,2012,automatik,184,slk,20000,5,benzin,mercedes_benz,nein,2016-03-22 00:00:00,0,75031,2016-04-06 04:16:46
141551,2016-04-05 22:36:17,Auto_zu_verkaufen,privat,Angebot,3800,control,kleinwagen,2006,manuell,80,punto,100000,5,benzin,fiat,,2016-04-05 00:00:00,0,63303,2016-04-05 23:06:22
313191,2016-04-01 13:48:16,Ford_Galaxy_2.3,privat,Angebot,1100,test,bus,1998,manuell,146,galaxy,150000,10,benzin,ford,nein,2016-04-01 00:00:00,0,93413,2016-04-03 09:47:48
307508,2016-03-14 12:56:01,Mini_One_D_2._HAND__SH_gepflegt__Panorama__Leder__TÜV_neu,privat,Angebot,5300,test,kleinwagen,2004,manuell,75,one,125000,8,diesel,mini,nein,2016-03-14 00:00:00,0,68167,2016-03-29 06:45:01
354300,2016-03-26 11:54:56,Audi_A4_Avant_1.9_TDI,privat,Angebot,4390,control,kombi,2004,manuell,131,a4,150000,7,diesel,audi,nein,2016-03-26 00:00:00,0,54634,2016-03-27 23:47:28
14228,2016-04-01 22:57:04,Mercedes_Benz_318_CDI_Sprinter_906.635,privat,Angebot,7700,test,bus,2006,manuell,184,sprinter,150000,12,diesel,mercedes_benz,nein,2016-04-01 00:00:00,0,75175,2016-04-01 23:48:01
285917,2016-03-30 22:45:03,Opel_Astra_Kombi_1_7,privat,Angebot,350,control,kombi,1994,manuell,0,astra,150000,12,diesel,opel,,2016-03-30 00:00:00,0,19294,2016-04-05 13:17:07
338507,2016-03-09 15:51:43,Touareg_3.0_V6_TDI_DPF_Aut._Bi_Xen_1_Hand_Kamera,privat,Angebot,10100,control,suv,2008,automatik,239,touareg,100000,12,diesel,volkswagen,nein,2016-03-09 00:00:00,0,10115,2016-03-09 15:51:43
346233,2016-03-19 12:46:42,Honda_Civic_VTi___Eg4_umgebaut_auf_Eg6__,privat,Angebot,2999,test,kleinwagen,1994,manuell,160,,150000,0,benzin,honda,ja,2016-03-19 00:00:00,0,45899,2016-03-21 17:16:15
235164,2016-03-14 16:51:53,Daewoo_Lanos_1.4,privat,Angebot,600,test,limousine,2000,manuell,75,lanos,150000,1,benzin,daewoo,nein,2016-03-14 00:00:00,0,13599,2016-04-05 22:47:21
279002,2016-03-12 02:36:17,VW_T4_Business_TDI_111KW_Vollaustattung_Gruene_Plakette_TÜV_01/18,privat,Angebot,14900,control,bus,2000,manuell,150,transporter,150000,11,diesel,volkswagen,nein,2016-03-12 00:00:00,0,61137,2016-04-05 15:46:30
85960,2016-03-22 09:47:13,Nissan_Micra_el.Faltdach,privat,Angebot,999,test,kleinwagen,2002,manuell,60,micra,125000,8,benzin,nissan,nein,2016-03-22 00:00:00,0,10997,2016-04-01 22:47:33
228388,2016-03-29 15:55:09,Volkswagen_Passat_Variant_2.0_TDI_DPF_DSG,privat,Angebot,8400,control,kombi,2008,automatik,170,passat,150000,4,diesel,volkswagen,nein,2016-03-29 00:00:00,0,33184,2016-03-31 08:46:33
297532,2016-03-08 20:50:25,VW_POLO_6N/6N2_TÜV_Neu,privat,Angebot,1000,control,,2018,manuell,50,polo,150000,9,,volkswagen,,2016-03-08 00:00:00,0,1640,2016-03-12 09:16:02
318656,2016-03-20 21:52:38,Volkswagen_Golf_1.9_SDI,privat,Angebot,1250,test,limousine,1999,manuell,68,golf,150000,7,diesel,volkswagen,nein,2016-03-20 00:00:00,0,52511,2016-04-07 07:46:24
298127,2016-04-03 01:36:42,Toyota_Celica_LPG_Gasanlage_Klimaautomatik,privat,Angebot,2699,control,coupe,2000,manuell,143,andere,150000,10,lpg,toyota,nein,2016-04-03 00:00:00,0,44369,2016-04-07 10:16:17
226036,2016-03-17 23:57:22,BMW_325i_Coupe_M_Paket_Navi_Prof._Schiebedach,privat,Angebot,16700,control,coupe,2008,manuell,218,3er,150000,1,benzin,bmw,nein,2016-03-17 00:00:00,0,85356,2016-04-05 21:18:47
232753,2016-04-01 11:58:02,VW_Golf_IV_125000_km,privat,Angebot,2350,test,limousine,2000,manuell,75,,150000,6,benzin,volkswagen,nein,2016-04-01 00:00:00,0,48703,2016-04-07 08:46:06
